Company Name,Full Address,Activities,Company ID,Start Date,See Also,Number of Employees,Turnover,Last Year,Sector,Latitude,Longitude
HUMANAS,"Heestenweg(ITE) 35, 2222 Heist-op-den-Berg, Belgium","46460, 51460",457972137,1996-05-14,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=457972137, databe: https://data.be/en/company/0457972137, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0457972137&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0457972137, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=457972137, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0457972137, kbodata: http://data.kbodata.be/organisation/0457_972_137, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0457972137, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0457972137, opencorporates: https://opencorporates.com/companies/be/0457972137, opencorporatesapi: https://api.opencorporates.com/companies/be/0457972137, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0457972137, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0457972137, trendstop: http://trendstop.knack.be/en/detail/0457972137, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0457972137",n.b.,n.b.,2022.0,ME_WSale_Farma,51.0857973,4.6786906
REMED PHARMA,"Bevrijdingslaan 86, 1640 Sint-Genesius-Rode, Belgium","46460, 46460, 51460, 51460",459204532,1996-11-18,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=459204532, databe: https://data.be/en/company/0459204532, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0459204532&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0459204532, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=459204532, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0459204532, kbodata: http://data.kbodata.be/organisation/0459_204_532, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0459204532, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0459204532, opencorporates: https://opencorporates.com/companies/be/0459204532, opencorporatesapi: https://api.opencorporates.com/companies/be/0459204532, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0459204532, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0459204532, trendstop: http://trendstop.knack.be/en/detail/0459204532, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0459204532",1,n.b.,2022.0,ME_WSale_Farma,50.7537643,4.3606434
CAPRICORN COMMUNICATION,"Alphonse Renardstraat 2, 1050 Elsene, Belgium","46460, 51460",462624573,1998-02-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=462624573, databe: https://data.be/en/company/0462624573, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0462624573&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0462624573, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=462624573, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0462624573, kbodata: http://data.kbodata.be/organisation/0462_624_573, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0462624573, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0462624573, opencorporates: https://opencorporates.com/companies/be/0462624573, opencorporatesapi: https://api.opencorporates.com/companies/be/0462624573, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0462624573, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0462624573, trendstop: http://trendstop.knack.be/en/detail/0462624573, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0462624573",n.b.,n.b.,2022.0,ME_WSale_Farma,50.8188316,4.3582056
MEDICATRONICS BELGIUM,"Pegasuslaan 5, 1831 Machelen (Brab.), Belgium","46460, 46431, 51460, 51430",474498759,2001-04-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=474498759, databe: https://data.be/en/company/0474498759, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0474498759&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0474498759, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=474498759, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0474498759, kbodata: http://data.kbodata.be/organisation/0474_498_759, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0474498759, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0474498759, opencorporates: https://opencorporates.com/companies/be/0474498759, opencorporatesapi: https://api.opencorporates.com/companies/be/0474498759, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0474498759, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0474498759, trendstop: http://trendstop.knack.be/en/detail/0474498759, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0474498759",n.b.,n.b.,2022.0,ME_WSale_Farma,50.88556999999999,4.4484122
C.C.M. PHARMA,"Brabants Dal 15, 1780 Wemmel, Belgium","46460, 73200, 51460, 74131",475754613,2001-10-02,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=475754613, databe: https://data.be/en/company/0475754613, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0475754613&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0475754613, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=475754613, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0475754613, kbodata: http://data.kbodata.be/organisation/0475_754_613, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0475754613, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0475754613, opencorporates: https://opencorporates.com/companies/be/0475754613, opencorporatesapi: https://api.opencorporates.com/companies/be/0475754613, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0475754613, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0475754613, trendstop: http://trendstop.knack.be/en/detail/0475754613, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0475754613",n.b.,n.b.,2022.0,ME_WSale_Farma,50.9039199,4.3097419
OMNILABO INTERNATIONAL,"Geldenaaksebaan 464, 3001 Leuven, Belgium",,478824959,2002-11-22,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=478824959, databe: https://data.be/en/company/0478824959, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0478824959&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0478824959, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=478824959, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0478824959, kbodata: http://data.kbodata.be/organisation/0478_824_959, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0478824959, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0478824959, opencorporates: https://opencorporates.com/companies/be/0478824959, opencorporatesapi: https://api.opencorporates.com/companies/be/0478824959, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0478824959, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0478824959, trendstop: http://trendstop.knack.be/en/detail/0478824959, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0478824959",n.b.,0,2008.0,ME_WSale_Farma,50.8476499,4.7235127
SIADOM,"Masuistraat 89, 1000 Brussel, Belgium","46460, 46319, 46510",506915466,2014-12-17,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=506915466, databe: https://data.be/en/company/0506915466, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0506915466&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0506915466, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=506915466, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0506915466, kbodata: http://data.kbodata.be/organisation/0506_915_466, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0506915466, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0506915466, opencorporates: https://opencorporates.com/companies/be/0506915466, opencorporatesapi: https://api.opencorporates.com/companies/be/0506915466, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0506915466, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0506915466, trendstop: http://trendstop.knack.be/en/detail/0506915466, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0506915466",n.b.,n.b.,2022.0,ME_WSale_Farma,50.867143,4.3595105
ID3 MEDICAL,"Keizer Karellaan 584, 1082 Sint-Agatha-Berchem, Belgium","74909, 46460, 47740, 68100, 68201",541834476,2013-11-13,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=541834476, databe: https://data.be/en/company/0541834476, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0541834476&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0541834476, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=541834476, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0541834476, kbodata: http://data.kbodata.be/organisation/0541_834_476, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0541834476, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0541834476, opencorporates: https://opencorporates.com/companies/be/0541834476, opencorporatesapi: https://api.opencorporates.com/companies/be/0541834476, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0541834476, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0541834476, trendstop: http://trendstop.knack.be/en/detail/0541834476, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0541834476",3,n.b.,2022.0,ME_WSale_Farma,50.871281,4.2881429
AXON LAB,"Jan Mommaertslaan 20, 1831 Machelen (Brab.), Belgium","46460, 46460",546789493,2014-02-20,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=546789493, databe: https://data.be/en/company/0546789493, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0546789493&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0546789493, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=546789493, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0546789493, kbodata: http://data.kbodata.be/organisation/0546_789_493, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0546789493, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0546789493, opencorporates: https://opencorporates.com/companies/be/0546789493, opencorporatesapi: https://api.opencorporates.com/companies/be/0546789493, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0546789493, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0546789493, trendstop: http://trendstop.knack.be/en/detail/0546789493, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0546789493",4,n.b.,2022.0,ME_WSale_Farma,50.8886456,4.4440083
KUULO,"Bergstraat 24, 2220 Heist-op-den-Berg, Belgium","46460, 47740",554698953,2014-06-20,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=554698953, databe: https://data.be/en/company/0554698953, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0554698953&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0554698953, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=554698953, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0554698953, kbodata: http://data.kbodata.be/organisation/0554_698_953, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0554698953, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0554698953, opencorporates: https://opencorporates.com/companies/be/0554698953, opencorporatesapi: https://api.opencorporates.com/companies/be/0554698953, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0554698953, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0554698953, trendstop: http://trendstop.knack.be/en/detail/0554698953, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0554698953",n.b.,n.b.,2022.0,ME_WSale_Farma,51.0755826,4.725536
THREAD & LIFT,"Veldkapelgaarde 30, 1200 Sint-Lambrechts-Woluwe, Belgium","46460, 46460",556976077,2014-07-31,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=556976077, databe: https://data.be/en/company/0556976077, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0556976077&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0556976077, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=556976077, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0556976077, kbodata: http://data.kbodata.be/organisation/0556_976_077, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0556976077, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0556976077, opencorporates: https://opencorporates.com/companies/be/0556976077, opencorporatesapi: https://api.opencorporates.com/companies/be/0556976077, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0556976077, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0556976077, trendstop: http://trendstop.knack.be/en/detail/0556976077, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0556976077",4,n.b.,2022.0,ME_WSale_Farma,50.8495307,4.4497959
MEDITOR BENELUX,"Koloniënstraat 11, 1000 Brussel, Belgium","46460, 47740, 64200, 70220",567622521,2014-11-05,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=567622521, databe: https://data.be/en/company/0567622521, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0567622521&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0567622521, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=567622521, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0567622521, kbodata: http://data.kbodata.be/organisation/0567_622_521, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0567622521, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0567622521, opencorporates: https://opencorporates.com/companies/be/0567622521, opencorporatesapi: https://api.opencorporates.com/companies/be/0567622521, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0567622521, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0567622521, trendstop: http://trendstop.knack.be/en/detail/0567622521, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0567622521",n.b.,n.b.,2022.0,ME_WSale_Farma,50.8464001,4.359637200000001
R&B PRESTIGE IMPORT-EXPORT,"Haachtsesteenweg 194-196, 1030 Schaarbeek, Belgium","46460, 46460, 46190",632802165,2015-06-26,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=632802165, databe: https://data.be/en/company/0632802165, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0632802165&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0632802165, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=632802165, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0632802165, kbodata: http://data.kbodata.be/organisation/0632_802_165, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0632802165, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0632802165, opencorporates: https://opencorporates.com/companies/be/0632802165, opencorporatesapi: https://api.opencorporates.com/companies/be/0632802165, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0632802165, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0632802165, trendstop: http://trendstop.knack.be/en/detail/0632802165, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0632802165",3,n.b.,2022.0,ME_WSale_Farma,50.8609719,4.3718843
DYNAPHAR TRADE,"De Frélaan 269, 1180 Ukkel, Belgium","85592, 46460, 47730",642891848,2015-11-16,"companyweb: https://www.companyweb.be/gratisBTWopzoeken_rechercherTVAgratuit_detail.asp?source=&vat=642891848, databe: https://data.be/en/company/0642891848, ejustice: http://www.ejustice.just.fgov.be/cgi_tsv/tsv_rech.pl?language=nl&btw=0642891848&liste=Liste, finactum: https://www.finactum.be/nl/company/BE0642891848, graydon: http://www.graydon.be/portal_creditel/link.aspx?typ=rap&lnk=642891848, infobel: https://www.infobel.com/nl/belgium/financial/vat/BE0642891848, kbodata: http://data.kbodata.be/organisation/0642_891_848, kbopub: http://kbopub.economie.fgov.be/kbopub/zoeknummerform.html?nummer=0642891848, nbb: http://cri.nbb.be/bc9/web/catalog?lang=N&companyNr=0642891848, opencorporates: https://opencorporates.com/companies/be/0642891848, opencorporatesapi: https://api.opencorporates.com/companies/be/0642891848, socialsecurity: https://www.socialsecurity.be/app014/wrep/rep_gp.do?language=nl&ACCESS_TYPE=0&ACTION=1&REP_KEY_TYPE=12&REP_LIMIT_DATE=&REP_KEY_VALUE=0642891848, staatsbladmonitor: https://www.staatsbladmonitor.be/bedrijfsfiche.html?ondernemingsnummer=0642891848, trendstop: http://trendstop.knack.be/en/detail/0642891848, vies: http://ec.europa.eu/taxation_customs/vies/vatResponse.html?memberStateCode=BE&number=0642891848",3,n.b.,2022.0,ME_WSale_Farma,50.8042714,4.3683407
